default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker,housing_for free,housing_own,housing_rent,present_emp_since_.. >= 7 years,present_emp_since_... < 1 year,present_emp_since_1 <= ... < 4 years,present_emp_since_4 <= ... < 7 years,present_emp_since_unemployed
1,3,24,0,2,717,4,4,1,2,4,1,54,1,2,0,1,1,1,0,1,0,1,0,0,0,0
1,0,9,1,2,1549,4,4,1,2,2,2,35,1,1,1,1,0,1,0,1,0,0,1,0,0,0
1,3,24,0,0,1597,1,4,1,2,4,3,54,1,2,0,2,0,1,1,0,0,1,0,0,0,0
1,0,18,0,4,1795,1,3,0,1,4,2,48,0,2,1,1,1,1,0,0,1,1,0,0,0,0
1,1,20,0,7,4272,1,1,0,2,4,0,24,1,2,0,1,0,1,0,1,0,1,0,0,0,0
1,3,12,0,4,976,4,4,1,2,4,1,35,1,2,0,1,0,1,0,1,0,1,0,0,0,0
1,0,12,1,2,7472,4,1,0,2,2,2,24,1,1,1,1,0,1,0,0,1,0,0,0,0,1
0,1,36,1,2,9271,1,2,1,2,1,1,24,1,1,0,1,1,1,0,1,0,0,0,0,1,0
1,0,6,1,4,590,1,3,1,2,3,2,26,1,1,1,1,0,0,0,1,0,0,1,0,0,0
1,3,12,0,4,930,4,4,1,2,4,2,65,1,4,0,1,0,1,0,1,0,1,0,0,0,0
1,0,42,1,3,9283,1,1,1,2,2,3,55,0,1,0,1,1,1,1,0,0,0,0,0,0,1
0,0,15,1,2,1778,1,2,0,2,1,2,26,1,2,1,1,0,1,0,0,1,0,1,0,0,0
1,0,8,1,1,907,1,3,1,2,2,2,26,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1,0,6,1,4,484,1,3,1,1,3,2,28,0,1,1,1,0,1,0,1,0,0,0,0,1,0
0,1,36,0,3,9629,1,4,1,2,4,1,24,1,2,0,1,1,1,0,1,0,0,0,0,1,0
0,1,48,1,8,3051,1,3,1,2,4,1,54,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,1,48,1,2,3931,1,4,1,2,4,3,46,1,1,0,2,0,1,1,0,0,0,0,0,1,0
1,0,36,0,2,7432,1,2,0,2,2,0,54,1,1,0,1,0,1,0,0,1,0,0,1,0,0
1,3,6,1,8,1338,3,1,1,2,4,2,62,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,3,6,0,4,1554,1,1,0,2,2,1,24,1,2,0,1,1,1,0,0,1,0,0,0,1,0
1,1,36,1,6,15857,1,2,1,0,3,1,43,1,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,18,1,4,1345,1,4,1,2,3,2,26,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,3,12,1,2,1101,1,3,1,2,2,2,27,1,2,0,1,1,1,0,1,0,0,0,1,0,0
1,2,12,1,4,3016,1,3,1,2,1,1,24,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,1,36,1,7,2712,1,2,1,2,2,0,41,0,1,0,2,0,1,0,1,0,1,0,0,0,0
1,1,8,0,2,731,1,4,1,2,4,2,47,1,2,1,1,0,1,0,1,0,1,0,0,0,0
1,3,18,0,7,3780,1,3,1,2,2,1,35,1,2,0,1,1,1,0,1,0,0,1,0,0,0
1,1,21,0,2,1602,1,4,1,2,3,1,30,1,2,0,1,1,1,0,1,0,1,0,0,0,0
0,1,18,0,2,3966,1,1,0,2,4,2,33,0,3,0,1,1,1,0,0,1,1,0,0,0,0
0,3,18,1,1,4165,1,2,1,2,2,1,36,2,2,0,2,0,1,0,1,0,0,0,1,0,0
0,1,36,1,3,8335,4,3,1,2,4,3,47,1,1,0,1,0,1,1,0,0,1,0,0,0,0
1,0,48,0,1,6681,4,4,1,2,4,3,38,1,1,0,2,1,1,1,0,0,0,0,1,0,0
1,3,24,0,1,2375,3,4,1,2,2,1,44,1,2,0,2,1,1,0,1,0,0,0,1,0,0
0,1,18,1,2,1216,1,4,0,2,3,1,23,1,1,0,1,1,1,0,0,1,0,1,0,0,0
0,1,45,1,1,11816,1,2,1,2,4,1,29,1,2,0,1,0,1,0,0,1,1,0,0,0,0
1,0,24,1,4,5084,4,2,0,2,4,1,42,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,2,15,1,4,2327,1,2,0,2,3,2,25,1,1,1,1,0,1,0,1,0,0,1,0,0,0
0,1,12,1,2,1082,1,4,1,2,4,1,48,0,2,0,1,0,1,0,1,0,0,0,1,0,0
1,3,12,1,4,886,4,4,0,2,2,1,21,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,3,4,1,7,601,1,1,0,2,3,2,23,1,1,1,2,0,1,0,0,1,0,1,0,0,0
1,1,24,0,3,2957,1,4,1,2,4,0,63,1,2,0,1,1,1,0,1,0,1,0,0,0,0
1,3,24,0,4,2611,1,4,1,0,3,2,46,1,2,0,1,0,1,0,1,0,1,0,0,0,0
0,1,36,1,7,5179,1,4,1,2,2,0,29,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1,3,21,0,3,2993,1,3,1,2,2,2,28,2,2,1,1,0,1,0,1,0,0,0,1,0,0
0,3,18,1,5,1943,1,4,0,2,4,2,23,1,1,0,1,0,1,0,1,0,0,1,0,0,0
1,3,24,1,1,1559,1,4,1,2,4,1,50,0,1,0,1,1,1,0,1,0,0,0,0,1,0
1,3,18,1,7,3422,1,4,1,2,4,0,47,0,3,0,2,1,1,0,1,0,1,0,0,0,0
1,0,21,1,7,3976,4,2,1,2,3,1,35,1,1,0,1,1,1,0,1,0,0,0,0,1,0
0,3,18,1,2,6761,4,2,1,2,4,1,68,1,2,0,1,0,1,0,0,1,0,0,1,0,0
1,3,24,1,2,1249,1,4,1,2,2,2,28,1,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,9,1,4,1364,1,3,1,2,4,2,59,1,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1,12,1,4,709,1,4,1,2,4,2,57,2,1,1,1,0,1,0,1,0,1,0,0,0,0
0,1,20,0,2,2235,1,4,1,1,2,0,33,0,2,0,1,0,0,0,0,1,0,0,1,0,0
1,3,24,0,3,4042,4,3,1,2,4,0,43,1,2,0,1,1,1,0,1,0,0,0,0,1,0
1,3,15,0,4,1471,1,4,1,2,4,3,35,1,2,0,1,1,1,1,0,0,0,0,1,0,0
0,1,18,1,2,1442,1,4,1,2,4,3,32,1,2,1,2,0,1,1,0,0,0,0,0,1,0
1,3,36,0,2,10875,1,2,1,2,2,1,45,1,2,0,2,1,1,0,1,0,1,0,0,0,0
1,3,24,1,2,1474,2,4,1,2,3,2,33,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1,3,10,1,9,894,4,4,0,2,3,0,40,1,1,0,1,1,1,0,1,0,0,0,0,1,0
1,3,15,0,7,3343,1,4,1,2,2,3,28,1,1,0,1,1,1,1,0,0,0,0,1,0,0
0,1,15,1,2,3959,1,3,0,2,2,0,29,1,1,0,1,1,1,0,1,0,0,0,1,0,0
1,3,9,1,2,3577,2,1,1,1,2,2,26,1,1,0,2,0,0,0,0,1,0,0,1,0,0
1,3,24,0,3,5804,0,4,1,2,2,2,27,1,2,0,1,0,1,0,1,0,0,0,1,0,0
0,3,18,0,1,2169,1,4,1,2,2,1,28,1,1,0,1,1,1,0,1,0,0,0,1,0,0
0,1,24,1,4,2439,1,4,0,2,4,2,35,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1,3,27,0,7,4526,0,4,1,2,2,2,32,2,2,1,2,1,1,0,1,0,0,1,0,0,0
0,3,10,1,7,2210,1,2,1,2,2,2,25,0,1,1,1,0,1,0,0,1,0,0,1,0,0
1,3,15,1,7,2221,3,2,0,2,4,1,20,1,1,0,1,0,1,0,0,1,0,0,1,0,0
1,1,18,1,4,2389,1,4,0,2,1,1,27,2,1,0,1,0,1,0,1,0,0,1,0,0,0
1,3,12,0,7,3331,1,2,1,2,4,0,42,2,1,0,1,0,1,0,1,0,1,0,0,0,0
1,3,36,1,1,7409,4,3,1,2,2,0,37,1,2,0,1,0,1,0,1,0,1,0,0,0,0
1,1,12,1,7,652,1,4,0,2,4,0,24,1,1,0,1,0,1,0,0,1,1,0,0,0,0
1,3,36,0,7,7678,3,2,0,2,4,1,40,1,2,0,1,1,1,0,1,0,0,0,0,1,0
1,2,6,0,2,1343,1,1,1,2,4,2,46,1,2,0,2,0,0,0,1,0,1,0,0,0,0
1,1,24,0,1,1382,2,4,1,2,1,2,26,1,2,0,1,1,1,0,1,0,0,0,0,1,0
1,3,15,1,8,874,4,4,0,2,1,2,24,1,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,12,1,7,3590,1,2,1,0,2,0,29,1,1,1,2,0,1,0,1,0,0,0,1,0,0
1,0,11,0,2,1322,0,4,0,2,4,1,40,1,2,0,1,0,1,0,1,0,0,0,1,0,0
1,1,18,1,4,1940,1,3,1,0,4,3,36,0,1,0,1,1,1,1,0,0,0,1,0,0,0
1,3,36,1,4,3595,1,4,1,2,2,1,28,1,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,9,1,2,1422,1,3,1,2,2,3,27,1,1,0,1,1,1,1,0,0,0,1,0,0,0
1,3,30,0,4,6742,4,2,1,2,3,0,36,1,2,0,1,0,1,0,1,0,0,0,0,1,0
1,3,24,1,3,7814,1,3,1,2,3,1,38,1,1,0,1,1,1,0,1,0,0,0,0,1,0
1,3,24,1,3,9277,4,2,1,2,4,3,48,1,1,0,1,1,1,1,0,0,0,0,1,0,0
1,0,30,0,2,2181,4,4,1,2,4,2,36,1,2,0,1,0,1,0,1,0,1,0,0,0,0
1,3,18,0,4,1098,1,4,0,2,4,1,65,1,2,1,1,0,1,0,1,0,0,0,0,0,1
0,0,24,1,7,4057,1,3,1,2,3,1,43,1,1,0,1,1,1,0,1,0,0,0,0,1,0
0,1,12,1,0,795,1,4,0,2,4,0,53,1,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,24,0,1,2825,4,4,1,2,3,3,34,1,2,0,2,1,1,0,1,0,0,0,0,1,0
0,0,48,1,1,15672,1,2,1,2,2,1,23,1,1,0,1,1,1,0,1,0,0,0,1,0,0
1,3,36,0,2,6614,1,4,1,2,4,1,34,1,2,0,1,1,1,0,1,0,1,0,0,0,0
1,3,28,1,3,7824,4,3,1,1,4,2,40,0,2,0,2,1,1,0,0,1,0,1,0,0,0
1,1,27,0,1,2442,1,4,1,2,4,1,43,2,4,0,2,1,1,0,1,0,1,0,0,0,0
1,3,15,0,4,1829,1,4,1,2,4,1,46,1,2,0,1,1,1,0,1,0,1,0,0,0,0
1,1,12,0,2,2171,1,4,1,2,4,0,38,0,2,1,1,0,0,0,1,0,0,0,1,0,0
1,0,36,0,3,5800,1,3,1,2,4,1,34,1,2,0,1,1,1,0,1,0,0,0,1,0,0
1,3,18,0,4,1169,4,4,1,2,3,0,29,1,2,0,1,1,1,0,1,0,0,0,1,0,0
1,3,36,0,3,8947,4,3,1,2,2,1,31,2,1,0,2,1,1,0,1,0,0,0,0,1,0
1,1,21,1,4,2606,1,4,0,2,4,0,28,1,1,0,1,1,1,0,0,1,0,1,0,0,0
1,3,12,0,7,1592,0,3,0,2,2,0,35,1,1,0,1,0,0,0,1,0,0,0,0,1,0
1,3,15,1,7,2186,4,1,0,2,4,2,33,0,1,1,1,0,1,0,0,1,0,0,0,1,0
0,1,18,1,7,4153,1,2,1,0,3,1,42,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,1,16,0,2,2625,1,2,1,1,4,0,43,0,1,0,1,1,1,0,0,1,1,0,0,0,0
1,3,20,0,2,3485,4,2,1,2,4,2,44,1,2,0,1,1,1,0,1,0,0,1,0,0,0
1,3,36,0,3,10477,4,2,1,2,4,3,42,1,2,0,1,0,1,1,0,0,1,0,0,0,0
1,3,15,1,4,1386,4,4,1,2,2,2,40,1,1,0,1,1,1,0,0,1,0,0,1,0,0
1,3,24,1,4,1278,1,4,1,2,1,2,36,1,1,0,1,1,1,0,1,0,1,0,0,0,0
1,1,12,1,4,1107,1,2,1,2,2,2,20,1,1,0,2,1,1,0,0,1,0,0,1,0,0
1,1,21,1,2,3763,4,2,1,0,2,2,24,1,1,1,1,0,0,0,1,0,0,0,0,1,0
1,0,36,1,0,3711,4,2,1,2,2,1,27,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,3,15,0,3,3594,1,1,0,2,2,0,46,1,2,1,1,0,1,0,1,0,0,1,0,0,0
1,0,9,1,2,3195,4,1,0,2,2,2,33,1,1,1,1,0,1,0,1,0,0,0,1,0,0
1,3,36,0,4,4454,1,4,0,2,4,2,34,1,2,0,1,0,1,0,1,0,0,0,1,0,0
0,0,24,0,7,4736,1,2,0,2,4,1,25,0,1,1,1,0,1,0,1,0,0,1,0,0,0
1,0,30,1,4,2991,4,2,0,2,4,1,25,1,1,0,1,0,1,0,1,0,1,0,0,0,0
1,3,11,1,1,2142,0,1,1,2,2,2,28,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,1,24,1,1,3161,1,4,1,2,2,0,31,1,1,0,1,1,1,0,0,1,0,0,1,0,0
0,0,48,1,6,18424,1,1,0,2,2,0,32,0,1,0,1,1,0,0,1,0,0,0,1,0,0
1,3,10,1,3,2848,2,1,1,0,2,2,32,1,1,0,2,0,1,0,1,0,0,0,1,0,0
0,1,6,1,2,14896,1,1,1,2,4,3,68,0,1,0,1,1,1,0,1,0,1,0,0,0,0
0,1,24,1,7,2359,2,1,1,2,1,0,33,1,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,24,1,7,3345,1,4,1,2,2,0,39,1,1,0,1,1,1,0,0,1,1,0,0,0,0
1,3,18,0,7,1817,1,4,0,2,2,3,28,1,2,0,1,0,1,0,1,0,0,0,1,0,0
1,3,48,0,4,12749,3,4,1,2,1,1,37,1,1,0,1,1,1,0,1,0,0,0,0,1,0
0,1,9,1,4,1366,1,3,0,2,4,0,22,1,1,0,1,0,1,0,0,1,0,1,0,0,0
1,0,12,1,2,2002,1,3,1,2,4,0,30,1,1,0,2,1,1,0,0,1,0,0,0,1,0
0,1,24,1,7,6872,1,2,1,2,1,0,55,0,1,0,1,1,1,0,1,0,0,1,0,0,0
0,1,12,1,2,697,1,4,1,2,2,1,46,0,2,0,1,1,1,0,1,0,0,1,0,0,0
1,1,18,0,7,1049,1,4,0,2,4,0,21,1,1,0,1,0,1,0,0,1,0,1,0,0,0
0,1,48,1,3,10297,1,4,1,2,4,3,39,2,3,0,2,1,1,1,0,0,0,0,0,1,0
1,3,30,1,4,1867,4,4,1,2,4,1,58,1,1,0,1,1,1,0,1,0,1,0,0,0,0
1,1,12,0,2,1344,1,4,1,2,2,2,43,1,2,1,2,0,1,0,1,0,0,0,1,0,0
1,1,24,1,7,1747,1,4,1,0,1,0,24,1,1,1,1,0,0,0,1,0,0,1,0,0,0
0,0,9,1,4,1670,1,4,0,2,2,1,22,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1,3,9,0,2,1224,1,3,1,2,1,2,30,1,2,0,1,0,1,0,1,0,0,0,1,0,0
1,3,12,0,4,522,3,4,1,2,4,0,42,1,2,0,2,1,1,0,1,0,1,0,0,0,0
1,1,12,1,4,1498,1,4,0,2,1,1,23,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,30,0,4,1919,2,4,1,2,3,3,30,2,2,0,1,0,1,0,1,0,0,1,0,0,0
0,2,9,1,4,745,1,3,0,2,2,2,28,1,1,1,1,0,1,0,1,0,0,0,1,0,0
1,0,6,1,4,2063,1,4,1,2,3,1,30,1,1,0,1,1,1,0,0,1,0,1,0,0,0
0,0,60,1,0,6288,1,4,1,2,4,3,42,1,1,0,1,0,1,1,0,0,0,0,1,0,0
1,3,24,0,3,6842,4,2,1,2,4,0,46,1,2,0,2,1,1,0,1,0,0,0,1,0,0
1,3,12,1,2,3527,4,2,1,2,3,0,45,1,1,0,2,1,1,0,1,0,0,1,0,0,0
1,3,10,1,2,1546,1,3,1,2,2,2,31,1,1,1,2,0,0,0,1,0,0,0,1,0,0
1,3,24,1,7,929,4,4,1,2,2,1,31,2,1,0,1,1,1,0,1,0,0,0,0,1,0
1,3,4,0,2,1455,1,2,1,2,1,2,42,1,3,1,2,0,1,0,1,0,0,0,0,1,0
1,1,15,1,7,1845,1,4,0,1,1,0,46,1,1,0,1,0,1,0,0,1,0,1,0,0,0
1,0,48,1,2,8358,3,1,0,2,1,1,30,1,2,0,1,0,1,0,1,0,0,1,0,0,0
0,1,24,1,7,3349,3,4,1,2,4,3,30,1,1,0,2,1,1,1,0,0,0,1,0,0,0
1,3,12,1,2,2859,4,4,1,2,4,3,38,1,1,0,1,1,1,0,1,0,0,0,0,0,1
0,3,18,1,7,1533,1,4,1,0,1,0,43,1,1,1,2,0,1,0,1,0,0,1,0,0,0
0,3,24,1,4,3621,2,2,1,2,4,1,31,1,2,0,1,0,1,0,1,0,1,0,0,0,0
1,0,18,0,1,3590,1,3,1,2,3,1,40,1,3,1,2,1,1,0,1,0,0,0,0,0,1
0,1,36,0,1,2145,1,2,1,2,1,1,24,1,2,0,1,1,1,0,1,0,0,0,0,1,0
0,0,24,1,3,4113,3,3,0,2,4,1,28,1,1,0,1,0,1,0,0,1,0,1,0,0,0
0,3,36,1,7,10974,1,4,0,2,2,1,26,1,2,0,1,1,1,0,1,0,0,0,0,0,1
1,1,12,1,2,1893,1,4,0,1,4,0,29,1,1,0,1,1,1,0,1,0,0,0,1,0,0
1,1,24,0,4,1231,0,4,0,2,4,0,57,1,2,0,1,1,1,0,0,1,1,0,0,0,0
1,2,30,0,4,3656,4,4,1,2,4,0,49,2,2,1,1,0,1,0,1,0,1,0,0,0,0
1,0,9,0,4,1154,1,2,1,2,4,2,37,1,3,1,1,0,1,0,1,0,1,0,0,0,0
0,1,28,1,2,4006,1,3,1,2,2,1,45,1,1,1,1,0,1,0,1,0,0,0,1,0,0
1,0,24,1,7,3069,2,4,1,2,4,3,30,1,1,0,1,0,1,1,0,0,1,0,0,0,0
1,3,6,0,4,1740,1,2,1,2,2,2,30,1,2,0,1,0,1,0,0,1,1,0,0,0,0
1,0,21,0,2,2353,1,1,1,2,4,0,47,1,2,0,1,0,1,0,1,0,0,0,1,0,0
1,3,15,1,2,3556,4,3,1,2,2,3,29,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,3,24,1,4,2397,3,3,1,2,2,1,35,0,2,0,1,1,1,0,1,0,1,0,0,0,0
1,0,6,1,5,454,1,3,1,2,1,0,22,1,1,1,1,0,1,0,1,0,0,1,0,0,0
1,0,30,1,4,1715,4,4,0,2,1,1,26,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,27,0,4,2520,3,4,1,2,2,0,23,1,2,1,1,0,1,0,1,0,0,0,1,0,0
1,3,15,1,4,3568,1,4,0,2,2,1,54,0,1,0,1,1,1,0,0,1,1,0,0,0,0
1,3,42,1,4,7166,4,2,1,2,4,0,29,1,1,0,1,1,1,0,0,1,0,0,0,1,0
1,1,11,0,2,3939,1,1,1,2,2,2,40,1,2,1,2,0,1,0,1,0,0,0,1,0,0
1,0,15,1,5,1514,2,4,1,1,2,2,22,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,3,24,1,2,7393,1,1,1,2,4,0,43,1,1,1,2,0,1,0,1,0,0,0,1,0,0
0,1,24,1,2,1193,1,1,0,0,4,3,29,1,2,1,1,0,1,0,0,1,0,0,0,0,1
0,1,60,1,1,7297,1,4,1,0,4,3,36,1,1,0,1,0,1,0,0,1,1,0,0,0,0
1,3,30,0,4,2831,1,4,0,2,2,1,33,1,1,0,1,1,1,0,1,0,0,0,1,0,0
1,2,24,1,4,1258,3,3,0,2,3,1,57,1,1,1,1,0,1,0,1,0,0,0,1,0,0
1,0,6,1,4,753,1,2,0,1,3,2,64,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,18,0,1,2427,4,4,1,2,2,0,42,1,2,0,1,0,1,0,1,0,1,0,0,0,0
0,3,24,0,2,2538,1,4,1,2,4,1,47,1,2,1,2,0,1,0,1,0,1,0,0,0,0
0,0,15,1,2,1264,2,2,1,2,2,0,25,1,1,0,1,0,1,0,0,1,0,0,1,0,0
0,0,30,0,7,8386,1,2,1,2,2,0,49,1,1,0,1,0,1,0,1,0,0,0,0,1,0
0,3,48,1,1,4844,1,3,1,2,2,1,33,0,1,0,1,1,1,0,0,1,0,0,0,0,1
1,2,21,1,2,2923,2,1,0,2,1,1,28,0,1,0,1,1,1,0,1,0,0,0,1,0,0
0,1,36,1,3,8229,1,2,1,2,2,0,26,1,1,0,2,0,1,0,1,0,0,0,1,0,0
1,3,24,0,7,2028,1,2,1,2,2,0,30,1,2,1,1,0,1,0,1,0,0,0,0,1,0
1,1,15,0,7,1433,1,4,0,2,3,0,25,1,2,0,1,0,1,0,0,1,0,0,1,0,0
1,2,42,1,1,6289,1,2,1,2,1,0,33,1,2,0,1,0,1,0,1,0,0,1,0,0,0
1,3,13,1,4,1409,2,2,0,2,4,2,64,1,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,24,1,3,6579,1,4,1,2,2,3,29,1,1,0,1,1,1,1,0,0,0,0,0,0,1
1,0,24,0,4,1743,1,4,1,2,2,0,48,1,2,1,1,0,1,0,1,0,1,0,0,0,0
1,3,12,0,0,3565,4,2,1,2,1,0,37,1,2,1,2,0,1,0,1,0,0,1,0,0,0
1,3,15,1,4,1569,2,4,1,2,4,1,34,0,1,1,2,0,1,0,1,0,1,0,0,0,0
1,1,18,1,4,1936,4,2,1,2,4,1,23,1,2,1,1,0,1,0,0,1,0,0,0,1,0
1,1,36,1,7,3959,1,4,1,2,3,0,30,1,1,0,1,1,1,0,1,0,0,0,0,0,1
1,3,12,1,2,2390,4,4,1,2,3,1,50,1,1,0,1,1,1,0,1,0,1,0,0,0,0
1,3,12,1,7,1736,1,3,0,2,4,2,31,1,1,1,1,0,1,0,1,0,0,0,0,1,0
1,1,30,1,3,3857,1,4,1,2,4,0,40,1,1,0,1,1,1,0,1,0,0,0,1,0,0
1,3,12,1,4,804,1,4,1,2,4,1,38,1,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,45,1,4,1845,1,4,1,2,4,3,23,1,1,0,1,1,1,1,0,0,0,0,1,0,0
1,0,45,0,3,4576,2,3,1,2,4,1,27,1,1,0,1,0,1,0,1,0,0,0,0,0,1
